,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
1420567,25-2800,1,1,3,1,56,2,1,1,0,8,622M    ,62,120000,7,501,3683.9,0,1,1,1,2,86.0,86.0
1420568,25-2800,1,1,3,1,56,1,1,1,0,10,23      ,23,60000,5,501,3683.9,0,1,1,1,2,86.0,89.0
1420569,25-2800,1,1,3,0,18,2,6,1,0,6,722Z    ,72,0,0,501,3683.9,0,1,1,1,1,86.0,141.0
1420572,25-2800,1,1,1,0,81,1,5,1,0,6,23      ,23,5200,1,42,3683.9,1,1,1,1,2,103.0,103.0
1420573,25-2800,1,1,1,0,79,1,4,2,0,6,       0,0,10800,2,89,3683.9,0,1,1,1,2,103.0,274.0
1420636,25-2800,1,1,6,4,50,2,1,1,0,6,531M    ,53,60000,5,501,3683.9,0,1,1,1,1,114.0,115.0
1420637,25-2800,1,1,6,4,65,1,1,1,0,6,23      ,23,24000,3,501,3683.9,0,1,1,1,1,114.0,122.0
1420638,25-2800,1,1,6,0,26,1,6,1,0,6,531M    ,53,53000,5,501,3683.9,0,1,1,1,1,114.0,128.0
1420639,25-2800,1,1,6,0,24,1,6,1,0,0,23      ,23,50000,5,501,3683.9,0,1,1,1,1,114.0,114.0
1420640,25-2800,1,1,6,0,23,1,6,1,0,6,23      ,23,53000,5,501,3683.9,0,1,1,1,1,114.0,114.0
1420641,25-2800,1,1,6,0,19,2,6,1,0,6,6244    ,62,25000,3,501,3683.9,0,1,1,1,1,114.0,184.0
1420652,25-1300,1,1,4,2,51,1,1,1,0,10,5241    ,52,151200,8,501,1457.2,0,1,1,1,1,57.0,57.0
1420653,25-1300,1,1,4,2,49,2,1,1,0,10,5241    ,52,56000,5,501,1457.2,0,1,1,1,1,57.0,48.0
1420654,25-1300,1,1,4,0,2,1,6,1,0,0,       0,0,9999999,9,501,1457.2,0,0,0,1,1,57.0,47.0
1420655,25-1300,1,1,4,0,2,2,6,1,0,0,       0,0,9999999,9,501,1457.2,0,0,0,1,1,57.0,53.0
1420656,25-503,1,1,1,0,77,1,5,1,0,6,       0,0,34100,4,282,2872.7,1,1,1,1,1,113.0,113.0
1420660,25-703,1,2,1,0,87,2,5,1,0,10,       0,0,65000,6,501,2195.3,0,1,1,1,2,38.0,38.0
1420671,25-2800,1,1,4,2,58,2,4,1,0,6,52M2    ,52,19250,3,500,3683.9,0,1,1,1,1,60.0,60.0
1420672,25-2800,1,1,4,2,57,1,4,1,0,7,611M1   ,61,75000,6,501,3683.9,1,1,1,1,2,60.0,62.0
1420673,25-2800,1,1,4,0,23,1,6,1,0,10,443142  ,44,75070,6,500,3683.9,0,1,1,1,1,60.0,62.0
1420674,25-2800,1,1,4,0,22,2,6,1,0,10,6214    ,62,5010,1,500,3683.9,0,1,1,1,1,60.0,72.0
1420708,25-503,1,2,4,2,40,1,1,1,1,11,3254    ,32,252000,8,501,2872.7,0,1,1,1,1,96.0,96.0
1420709,25-503,1,2,4,2,43,2,1,1,4,11,5112    ,51,50000,5,501,2872.7,0,1,1,1,1,96.0,72.0
1420710,25-503,1,2,4,0,4,1,6,1,0,1,       0,0,9999999,9,501,2872.7,0,0,0,1,1,96.0,67.0
1420711,25-503,1,2,4,0,2,2,6,1,0,0,       0,0,9999999,9,501,2872.7,0,0,0,1,1,96.0,59.0
1420755,25-2800,1,2,1,0,29,2,6,1,0,10,4481    ,44,52000,5,396,3683.9,0,1,1,1,1,81.0,81.0
1420760,25-503,1,1,2,0,55,2,1,1,0,10,6244    ,62,125000,7,501,2872.7,0,1,1,1,1,39.0,39.0
1420761,25-503,1,1,2,0,57,1,1,4,0,11,92M2    ,92,156030,8,501,2872.7,0,1,1,1,1,39.0,61.0
1420762,25-2800,1,2,1,0,65,2,4,2,0,6,       0,0,8000,1,65,3683.9,0,1,1,1,1,342.0,342.0
1420763,25-703,1,1,2,0,72,2,1,1,0,7,5412    ,54,67000,6,501,2195.3,0,1,1,1,1,40.0,39.0
1420764,25-703,1,1,2,0,73,1,1,1,0,6,3MS     ,33,27600,3,501,2195.3,1,1,1,1,1,40.0,37.0
1420779,25-503,1,1,4,2,35,1,1,1,0,10,4248    ,42,120000,7,481,2872.7,0,1,1,1,1,69.0,68.0
1420780,25-503,1,1,4,2,35,2,1,1,0,11,6214    ,62,3000,1,481,2872.7,0,1,1,1,1,69.0,73.0
1420781,25-503,1,1,4,0,4,2,6,1,0,1,       0,0,9999999,9,481,2872.7,0,0,0,1,1,69.0,81.0
1420782,25-503,1,1,4,0,1,1,6,1,0,0,       0,0,9999999,9,481,2872.7,0,0,0,1,1,69.0,94.0
1420794,25-703,1,1,2,0,67,1,1,1,0,8,       0,0,39000,4,483,2195.3,1,1,1,1,2,92.0,92.0
1420795,25-703,1,1,2,0,67,2,1,1,0,10,       0,0,35000,4,483,2195.3,0,1,1,1,1,92.0,101.0
1420811,25-2800,1,1,4,2,52,2,1,1,0,6,713Z    ,71,191000,8,501,3683.9,0,1,1,1,1,62.0,61.0
1420812,25-2800,1,1,4,2,52,1,1,1,0,7,5241    ,52,249000,8,501,3683.9,0,1,1,1,1,62.0,69.0
1420813,25-2800,1,1,4,0,20,1,6,1,0,6,4MS     ,44,18000,2,501,3683.9,0,1,1,1,1,62.0,61.0
1420814,25-2800,1,1,4,0,16,2,6,1,0,4,722Z    ,72,6400,1,501,3683.9,0,1,1,1,1,62.0,72.0
1420839,25-503,1,1,2,0,30,1,1,1,0,10,5112    ,51,200000,8,501,2872.7,0,1,1,1,1,114.0,114.0
1420840,25-503,1,1,2,0,31,2,1,1,0,7,44511   ,44,35000,4,501,2872.7,0,1,1,1,1,114.0,104.0
1420907,25-1000,1,1,3,1,32,1,6,1,0,6,92MP    ,92,83000,6,478,2447.1,0,1,1,1,1,51.0,51.0
1420908,25-1000,1,1,3,1,26,2,6,1,0,6,623M    ,62,36000,4,274,2447.1,0,1,1,1,1,51.0,46.0
1420909,25-1000,1,1,3,0,3,2,6,1,0,1,       0,0,9999999,9,478,2447.1,0,0,0,1,1,51.0,52.0
1420912,25-703,1,2,1,0,38,2,6,1,0,11,81393   ,81,147000,7,501,2195.3,0,1,1,1,1,52.0,53.0
1420919,25-503,1,1,3,1,54,1,1,1,0,11,334M2   ,33,185000,8,501,2872.7,1,1,1,1,1,105.0,105.0
1420920,25-503,1,1,3,1,57,2,1,1,0,8,722Z    ,72,7500,1,501,2872.7,0,1,1,1,1,105.0,99.0
1420921,25-503,1,1,3,0,21,1,6,1,0,6,4441Z   ,44,3000,1,501,2872.7,0,1,1,1,1,105.0,111.0
1420945,25-703,1,1,1,0,61,1,4,1,0,10,3261    ,32,206100,8,501,2195.3,0,1,1,1,1,127.0,127.0
1420954,25-2800,1,1,4,2,66,1,1,7,1,10,488     ,48,69000,6,361,3683.9,0,1,1,1,1,74.0,74.0
1420955,25-2800,1,1,4,2,63,2,1,7,1,10,       0,0,12000,2,361,3683.9,0,2,2,1,1,74.0,83.0
1420956,25-2800,1,1,4,0,27,1,6,1,0,6,5121    ,51,2000,1,361,3683.9,0,2,1,1,1,74.0,98.0
1420957,25-2800,1,1,4,0,23,1,6,1,0,6,5121    ,51,12000,2,361,3683.9,0,2,1,2,1,74.0,88.0
1420966,25-2800,1,2,1,0,72,2,4,1,0,10,       0,0,23200,3,190,3683.9,0,1,1,1,1,82.0,83.0
1421012,25-503,1,1,1,0,84,2,5,1,0,7,       0,0,19500,3,161,2872.7,0,2,2,1,1,63.0,64.0
1421016,25-503,1,1,1,0,88,2,5,1,0,6,       0,0,36000,4,294,2872.7,0,1,2,1,1,130.0,130.0
1421067,25-703,1,1,2,0,65,1,1,1,0,11,611M3   ,61,58000,5,470,2195.3,0,1,1,1,1,40.0,40.0
1421068,25-703,1,1,2,0,65,2,1,1,0,10,7115    ,71,13500,2,470,2195.3,0,1,1,1,1,40.0,43.0
1421091,25-2800,1,2,2,0,27,2,1,1,0,10,6111    ,61,30000,3,292,3683.9,0,1,1,1,1,66.0,67.0
1421092,25-2800,1,2,2,0,43,1,1,1,0,6,8129    ,81,20000,3,292,3683.9,0,1,1,1,1,66.0,63.0
1421121,25-1000,1,1,1,0,57,2,6,1,0,8,812112  ,81,37000,4,280,2447.1,0,1,1,1,1,102.0,101.0
1421130,25-1300,1,2,1,0,20,1,6,1,0,6,611M3   ,61,4300,1,32,1457.2,0,1,1,2,1,130.0,131.0
1421203,25-703,1,1,2,0,72,1,1,1,0,8,334M2   ,33,79000,6,501,2195.3,0,1,1,1,1,91.0,90.0
1421204,25-703,1,1,2,0,67,2,1,1,0,8,52M1    ,52,15000,2,501,2195.3,0,1,1,1,1,91.0,99.0
1421211,25-2800,1,2,3,1,49,1,1,1,0,10,23      ,23,100000,7,501,3683.9,0,1,1,1,1,120.0,121.0
1421212,25-2800,1,2,3,1,48,2,1,1,0,11,3254    ,32,175000,8,501,3683.9,0,1,1,1,1,120.0,106.0
1421213,25-2800,1,2,3,0,20,1,6,1,0,6,23      ,23,0,0,501,3683.9,0,1,1,1,1,120.0,107.0
1421230,25-503,1,1,2,0,69,1,1,1,0,11,       0,0,457000,8,501,2872.7,0,1,1,1,1,58.0,58.0
1421231,25-503,1,1,2,0,69,2,1,1,0,6,       0,0,7700,1,501,2872.7,0,1,1,1,1,58.0,64.0
1421238,25-703,1,2,1,0,28,1,6,1,0,11,33641M1 ,33,95000,7,501,2195.3,0,1,1,1,1,70.0,70.0
1421250,25-503,1,1,2,1,88,2,5,1,0,6,52M2    ,52,16000,2,170,2872.7,0,1,1,1,1,106.0,107.0
1421251,25-503,1,1,2,0,60,1,6,1,0,6,       0,0,10000,2,170,2872.7,0,1,1,1,1,106.0,148.0
1421274,25-1300,1,1,1,0,47,2,4,1,0,10,5417    ,54,101000,7,501,1457.2,0,1,1,1,1,70.0,70.0
1421300,25-1000,1,1,2,0,55,2,1,1,0,11,9211MP  ,92,103000,7,501,2447.1,0,1,1,1,1,107.0,107.0
1421301,25-1000,1,1,2,0,57,1,1,1,0,10,9211MP  ,92,90000,7,501,2447.1,0,1,1,1,1,107.0,120.0
1421325,25-1000,1,1,1,0,68,2,3,1,0,11,6111    ,61,100800,7,501,2447.1,0,1,1,1,1,132.0,132.0
1421358,25-503,1,1,1,0,77,2,5,1,0,7,       0,0,3400,1,28,2872.7,0,1,2,1,1,33.0,32.0
1421366,25-703,1,2,2,0,61,2,1,1,0,6,5413    ,54,70000,6,501,2195.3,0,1,1,1,1,57.0,56.0
1421367,25-703,1,2,2,0,68,1,1,1,0,6,       0,0,44600,4,501,2195.3,1,1,1,1,1,57.0,46.0
1421368,25-1300,1,1,1,0,68,2,4,1,0,6,8131    ,81,20400,3,168,1457.2,0,1,1,1,1,60.0,60.0
1421399,25-2800,1,2,2,0,29,2,6,1,0,11,622M    ,62,73000,6,501,3683.9,0,1,1,1,1,80.0,80.0
1421400,25-2800,1,2,2,0,29,1,6,1,0,10,334M2   ,33,69000,6,501,3683.9,0,1,1,1,1,80.0,73.0
1421404,25-1000,1,1,3,1,38,1,1,1,0,10,52M2    ,52,116000,7,501,2447.1,0,1,1,1,1,111.0,111.0
1421405,25-1000,1,1,3,1,38,2,1,1,0,11,52M2    ,52,111400,7,501,2447.1,0,1,1,1,1,111.0,111.0
1421406,25-1000,1,1,3,0,3,2,6,1,0,0,       0,0,9999999,9,501,2447.1,0,0,0,1,1,111.0,126.0
1421429,25-1300,1,1,2,0,59,1,4,1,0,6,4234    ,42,45100,5,342,1457.2,0,1,1,1,1,501.0,501.0
1421430,25-1300,1,1,2,0,60,2,5,1,0,6,6213ZM  ,62,40000,4,303,1457.2,0,1,1,1,2,501.0,465.0
1421436,25-1300,1,2,1,0,25,1,4,1,0,8,928110P4,92,36000,4,271,1457.2,1,1,1,1,2,107.0,108.0
1421497,25-503,1,1,1,0,73,2,5,1,0,6,       0,0,26800,3,221,2872.7,0,1,1,1,1,69.0,69.0
1421561,25-703,1,1,2,0,69,1,1,1,0,10,4441Z   ,44,225000,8,501,2195.3,0,1,1,1,1,54.0,54.0
1421562,25-703,1,1,2,0,70,2,1,1,0,10,531M    ,53,57000,5,501,2195.3,0,1,1,1,1,54.0,59.0
1421579,25-1000,1,1,3,1,52,1,1,1,0,10,5242    ,52,75870,6,501,2447.1,0,1,1,1,1,126.0,126.0
1421580,25-1000,1,1,3,1,51,2,1,1,0,11,52M2    ,52,204000,8,501,2447.1,0,1,1,1,1,126.0,102.0
1421581,25-1000,1,1,3,0,16,1,6,1,0,3,       0,0,0,0,501,2447.1,0,1,1,1,1,126.0,112.0
1421588,25-703,1,2,4,2,46,2,1,1,0,11,23      ,23,22830,3,380,2195.3,0,1,1,1,1,62.0,62.0
1421589,25-703,1,2,4,2,46,1,1,1,0,4,23      ,23,75000,6,380,2195.3,0,1,1,1,1,62.0,65.0
1421590,25-703,1,2,4,0,14,2,6,1,0,2,       0,0,9999999,9,380,2195.3,0,1,1,1,1,62.0,68.0
1421591,25-703,1,2,4,0,12,2,6,1,0,2,       0,0,9999999,9,380,2195.3,0,1,1,1,1,62.0,66.0
1421593,25-2800,1,1,3,1,57,1,4,1,0,6,334M2   ,33,127400,7,501,3683.9,0,1,1,1,1,102.0,102.0
1421594,25-2800,1,1,3,0,22,2,6,1,0,6,4481    ,44,3600,1,501,3683.9,0,1,1,1,1,102.0,122.0
1421595,25-2800,1,1,3,0,83,2,5,1,0,6,45221   ,45,9200,1,501,3683.9,0,1,1,2,1,102.0,132.0
1421596,25-703,1,2,1,0,61,2,6,1,0,10,7115    ,71,116900,7,501,2195.3,0,1,1,1,1,90.0,90.0
1421599,25-703,1,2,2,0,27,1,6,1,0,6,611M1   ,61,35000,4,264,2195.3,0,1,1,1,1,81.0,82.0
1421600,25-703,1,2,2,0,27,2,6,1,0,10,6244    ,62,30000,3,226,2195.3,0,1,1,1,1,81.0,81.0
1421607,25-503,1,1,2,0,55,1,1,1,0,10,5413    ,54,160000,8,501,2872.7,0,1,1,1,1,112.0,112.0
1421608,25-503,1,1,2,0,27,1,1,7,4,6,454110  ,45,20000,3,501,2872.7,0,1,1,1,1,112.0,155.0
1421644,25-703,1,2,1,0,62,2,4,1,0,7,623M    ,62,18600,3,140,2195.3,0,1,2,1,1,77.0,78.0
1421666,25-2800,1,1,2,0,80,1,1,1,0,6,812112  ,81,112200,7,501,3683.9,0,1,1,1,1,104.0,103.0
1421667,25-2800,1,1,2,0,80,2,1,1,0,6,812112  ,81,23500,3,501,3683.9,0,1,1,1,1,104.0,101.0
1421677,25-2800,1,1,3,2,35,1,3,1,0,10,5415    ,54,133000,7,501,3683.9,0,1,1,1,1,52.0,51.0
1421678,25-2800,1,1,3,0,7,1,6,1,0,1,       0,0,9999999,9,501,3683.9,0,1,1,1,1,52.0,62.0
1421679,25-2800,1,1,3,0,4,2,6,1,0,1,       0,0,9999999,9,501,3683.9,0,0,0,1,1,52.0,78.0
1421722,25-1300,1,1,2,0,64,1,1,1,0,6,2211P   ,22,68000,6,501,1457.2,0,1,1,1,1,103.0,103.0
1421723,25-1300,1,1,2,0,53,2,1,1,0,11,622M    ,62,53000,5,501,1457.2,0,1,1,1,1,103.0,93.0
1421735,25-2800,1,1,1,0,82,1,4,1,0,7,       0,0,83000,6,501,3683.9,0,1,2,1,2,109.0,109.0
1421765,25-503,1,1,1,0,38,1,6,1,0,11,454110  ,45,180000,8,501,2872.7,0,1,1,1,1,79.0,80.0
1421814,25-703,1,2,1,0,75,2,5,1,0,7,51912   ,51,43100,4,355,2195.3,0,1,1,1,1,56.0,56.0
1421817,25-503,1,1,3,1,41,1,1,1,0,10,5241    ,52,95000,7,469,2872.7,0,1,1,1,1,322.0,322.0
1421818,25-503,1,1,3,1,36,2,1,6,0,6,814     ,81,0,0,469,2872.7,0,1,1,1,1,322.0,425.0
1421819,25-503,1,1,3,0,6,2,6,8,0,1,       0,0,9999999,9,469,2872.7,0,1,1,1,1,322.0,334.0
1421838,25-1000,1,1,2,0,58,1,1,1,0,10,4MS     ,44,79000,6,501,2447.1,0,1,1,1,1,478.0,477.0
1421839,25-1000,1,1,2,0,49,2,1,1,0,10,6231    ,62,165000,8,501,2447.1,0,1,1,1,1,478.0,408.0
1421854,25-703,1,1,3,1,41,2,1,1,0,10,531M    ,53,23000,3,501,2195.3,0,1,1,1,1,214.0,213.0
1421855,25-703,1,1,3,1,39,1,1,1,0,6,8112    ,81,90000,7,501,2195.3,0,1,1,1,1,214.0,230.0
1421856,25-703,1,1,3,0,4,2,6,1,0,0,       0,0,9999999,9,501,2195.3,0,0,0,1,1,214.0,202.0
1421901,25-703,1,2,1,0,61,2,4,1,0,7,5111Z   ,51,42000,4,318,2195.3,0,1,1,1,1,66.0,66.0
1421902,25-703,1,2,1,0,69,2,4,1,0,10,       0,0,10700,2,88,2195.3,0,1,1,1,1,66.0,67.0
1421914,25-2800,1,1,2,0,57,1,1,1,0,10,3231    ,32,60000,5,501,3683.9,0,1,1,1,1,86.0,86.0
1421915,25-2800,1,1,2,0,58,2,1,1,0,10,531M    ,53,60000,5,501,3683.9,0,1,1,1,1,86.0,84.0
1421995,25-703,1,2,1,0,33,1,6,1,0,8,4523    ,45,60000,5,454,2195.3,0,1,1,1,1,237.0,237.0
1422006,25-503,1,1,3,1,70,2,1,1,0,11,       0,0,52000,5,501,2872.7,0,1,1,1,1,92.0,93.0
1422007,25-503,1,1,3,1,74,1,1,1,0,10,       0,0,32000,4,501,2872.7,0,1,1,1,1,92.0,88.0
1422008,25-503,1,1,3,0,36,1,6,1,0,10,8129    ,81,29000,3,501,2872.7,0,1,1,1,1,92.0,123.0
1422033,25-503,1,1,2,0,64,1,1,1,0,10,5614    ,56,41000,4,501,2872.7,0,1,1,1,1,63.0,63.0
1422034,25-503,1,1,2,0,64,2,1,1,0,10,5415    ,54,60000,5,501,2872.7,0,1,1,1,1,63.0,49.0
1422067,25-503,1,2,1,0,34,2,6,1,0,11,622M    ,62,50200,5,378,2872.7,0,1,1,1,1,122.0,122.0
1422068,25-503,1,1,3,1,33,1,1,1,0,10,531M    ,53,75000,6,501,2872.7,0,1,1,1,1,62.0,61.0
1422069,25-503,1,1,3,1,34,2,1,1,0,10,622M    ,62,80000,6,501,2872.7,0,1,1,1,1,62.0,58.0
1422070,25-503,1,1,3,0,1,2,6,1,0,0,       0,0,9999999,9,501,2872.7,0,0,0,1,1,62.0,70.0
1422072,25-1000,1,1,1,0,63,2,4,1,0,11,5412    ,54,70830,6,501,2447.1,0,1,1,1,1,95.0,96.0
1422077,25-703,1,1,2,0,67,1,6,1,0,10,       0,0,69000,6,468,2195.3,0,1,1,1,1,50.0,50.0
1422078,25-703,1,1,2,0,62,1,6,1,0,8,       0,0,2700,1,468,2195.3,0,1,1,1,1,50.0,67.0
1422147,25-503,1,1,2,0,54,1,1,1,0,11,333MS   ,33,212000,8,501,2872.7,0,1,1,1,1,65.0,65.0
1422148,25-503,1,1,2,0,55,2,1,1,0,10,45321   ,45,6000,1,501,2872.7,0,1,1,1,1,65.0,61.0
1422152,25-703,1,2,4,2,38,2,6,6,0,6,8121M   ,81,13500,2,66,2195.3,0,1,1,1,1,90.0,90.0
1422153,25-703,1,2,4,2,54,1,4,6,0,6,8121M   ,81,7500,1,57,2195.3,0,1,1,1,1,90.0,40.0
1422154,25-703,1,2,4,0,16,2,6,6,0,4,       0,0,0,0,66,2195.3,0,1,1,1,1,90.0,52.0
1422155,25-703,1,2,4,0,7,1,6,6,0,1,       0,0,9999999,9,66,2195.3,0,1,1,2,1,90.0,58.0
1422156,25-703,1,1,1,0,62,2,4,1,0,7,813M    ,81,60000,5,458,2195.3,0,1,1,1,1,88.0,88.0
1422157,25-703,1,1,1,0,59,1,6,1,0,10,23      ,23,70000,6,501,2195.3,0,1,1,1,1,88.0,96.0
1422181,25-703,1,1,2,0,60,1,1,1,0,10,561M    ,56,667000,8,501,2195.3,0,1,1,1,1,67.0,67.0
1422182,25-703,1,1,2,0,56,2,1,1,0,10,4481    ,44,0,0,501,2195.3,0,1,1,1,1,67.0,70.0
1422183,25-703,1,1,2,0,71,2,1,1,0,11,5416    ,54,9590,2,271,2195.3,0,1,1,1,1,65.0,66.0
1422184,25-703,1,1,2,0,79,1,1,1,0,11,493     ,49,31910,4,271,2195.3,0,1,1,1,1,65.0,66.0
1422185,25-703,1,1,4,2,42,2,6,1,4,10,5241    ,52,85120,6,417,2195.3,0,1,1,1,1,162.0,162.0
1422186,25-703,1,1,4,2,47,1,4,1,0,7,23      ,23,65000,6,493,2195.3,0,1,1,1,1,162.0,100.0
1422187,25-703,1,1,4,0,13,2,6,1,0,2,       0,0,9999999,9,417,2195.3,0,1,1,1,1,162.0,105.0
1422188,25-703,1,1,4,0,10,1,6,1,0,1,       0,0,9999999,9,417,2195.3,0,1,1,1,1,162.0,111.0
1422191,25-2800,1,1,4,1,59,1,1,1,0,6,4853    ,48,47000,5,460,3683.9,0,1,1,1,1,349.0,349.0
1422192,25-2800,1,1,4,1,55,2,1,1,0,7,5617Z   ,56,28500,3,460,3683.9,0,1,1,1,1,349.0,368.0
1422193,25-2800,1,1,4,0,23,1,6,1,0,6,23      ,23,25000,3,460,3683.9,0,1,1,1,1,349.0,459.0
1422194,25-2800,1,1,4,0,23,2,6,1,4,7,6214    ,62,20000,3,460,3683.9,0,1,1,1,1,349.0,418.0
1422195,25-703,1,2,1,0,85,2,4,1,0,10,622M    ,62,45940,5,380,2195.3,0,2,1,1,1,61.0,61.0
1422196,25-503,1,2,2,0,44,1,1,2,0,11,       0,0,0,0,207,2872.7,0,1,1,1,1,362.0,363.0
1422197,25-503,1,2,2,0,31,2,1,1,0,10,623M    ,62,35000,4,207,2872.7,0,1,1,1,1,362.0,263.0
1422219,25-1300,1,1,2,0,69,1,1,1,0,11,611M3   ,61,54800,5,441,1457.2,0,1,1,1,1,29.0,29.0
1422220,25-1300,1,1,2,0,68,2,1,1,0,6,611M3   ,61,12300,2,441,1457.2,0,1,1,1,1,29.0,30.0
1422230,25-703,1,1,2,0,67,1,1,1,0,11,454110  ,45,200100,8,501,2195.3,0,1,1,1,1,55.0,55.0
1422231,25-703,1,1,2,0,59,2,1,1,0,11,6111    ,61,80000,6,501,2195.3,0,1,1,1,1,55.0,67.0
1422241,25-703,1,2,3,1,65,1,1,1,0,6,       0,0,18500,3,213,2195.3,0,1,1,1,1,29.0,28.0
1422242,25-703,1,2,3,1,56,2,1,1,0,6,813M    ,81,18700,3,213,2195.3,0,1,1,1,1,29.0,36.0
1422243,25-703,1,2,3,0,19,1,6,1,0,6,722Z    ,72,5000,1,213,2195.3,0,1,1,1,1,29.0,27.0
1422267,25-703,1,2,1,0,51,2,3,1,0,7,712     ,71,31000,4,233,2195.3,0,1,1,1,1,120.0,119.0
1422297,25-1300,1,2,2,0,25,1,1,1,0,11,6111    ,61,7000,1,394,1457.2,0,1,1,1,1,134.0,133.0
1422298,25-1300,1,2,2,0,24,2,1,1,0,10,5417    ,54,60000,5,394,1457.2,0,1,1,1,1,134.0,128.0
1422362,25-1300,1,2,1,0,68,1,4,1,0,10,       0,0,13500,2,111,1457.2,0,1,1,1,1,49.0,50.0
1422383,25-703,1,1,1,0,69,1,5,1,0,7,622M    ,62,49300,5,408,2195.3,0,1,1,1,1,70.0,70.0
1422397,25-1000,1,1,3,1,63,1,1,1,0,6,482     ,48,122000,7,501,2447.1,1,1,1,1,1,74.0,73.0
1422398,25-1000,1,1,3,1,59,2,1,6,0,6,5419Z   ,54,2000,1,501,2447.1,0,1,1,1,1,74.0,65.0
1422399,25-1000,1,1,3,0,29,1,6,7,0,10,5182    ,51,110000,7,501,2447.1,0,1,1,1,1,74.0,91.0
1422416,25-1300,1,1,2,0,81,1,1,1,0,11,       0,0,51000,5,394,1457.2,0,1,1,1,1,37.0,37.0
1422417,25-1300,1,1,2,0,79,2,1,1,0,7,       0,0,8980,1,394,1457.2,0,1,2,1,1,37.0,36.0
1422433,25-2800,1,1,3,1,61,1,1,1,0,11,23      ,23,0,0,417,3683.9,0,1,1,1,1,79.0,78.0
1422434,25-2800,1,1,3,1,63,2,1,1,0,7,33299M  ,33,28000,3,417,3683.9,0,1,1,1,1,79.0,77.0
1422435,25-2800,1,1,3,0,28,2,6,1,0,10,92M1    ,92,55000,5,417,3683.9,0,1,1,1,1,79.0,97.0
1422449,25-503,1,1,2,0,76,1,1,1,0,6,485M    ,48,13600,2,190,2872.7,0,1,1,1,1,61.0,61.0
1422450,25-503,1,1,2,0,74,2,1,1,0,6,       0,0,15600,2,190,2872.7,0,1,1,1,1,61.0,52.0
1422454,25-703,1,1,2,0,60,2,1,1,0,6,722Z    ,72,20000,3,501,2195.3,0,1,1,1,1,498.0,499.0
1422455,25-703,1,1,2,0,61,1,1,1,0,6,22S     ,22,100000,7,501,2195.3,0,1,1,1,1,498.0,491.0
1422456,25-1300,1,1,2,0,63,1,1,1,0,10,5416    ,54,153700,8,501,1457.2,0,1,1,1,1,60.0,61.0
1422457,25-1300,1,1,2,0,63,2,1,1,0,11,5613    ,56,57700,5,501,1457.2,0,1,1,1,1,60.0,62.0
1422458,25-703,1,1,2,1,44,2,4,1,0,10,3391    ,33,289000,8,501,2195.3,0,1,1,1,1,108.0,107.0
1422459,25-703,1,1,2,0,10,2,6,1,0,1,       0,0,9999999,9,501,2195.3,0,1,1,1,1,108.0,107.0
1422460,25-1000,1,1,4,3,57,2,5,1,0,10,33641M1 ,33,139000,7,501,2447.1,0,1,1,1,1,90.0,90.0
1422461,25-1000,1,1,4,0,26,1,6,1,0,7,4452    ,44,15000,2,501,2447.1,0,1,1,1,1,90.0,108.0
1422462,25-1000,1,1,4,0,24,1,6,1,0,10,52M2    ,52,65000,6,501,2447.1,0,1,1,1,1,90.0,97.0
1422463,25-1000,1,1,4,0,24,1,6,1,0,10,999920  ,99,15000,2,501,2447.1,0,1,1,1,1,90.0,98.0
1422524,25-2800,1,1,4,1,65,2,1,1,0,10,6111    ,61,27400,3,501,3683.9,0,1,1,1,1,46.0,46.0
1422525,25-2800,1,1,4,1,64,1,1,1,0,6,7211    ,72,38900,4,501,3683.9,0,1,1,1,1,46.0,49.0
1422526,25-2800,1,1,4,0,41,2,6,1,0,10,5415    ,54,79940,6,501,3683.9,0,1,1,1,1,46.0,64.0
1422527,25-2800,1,1,4,1,85,2,5,1,0,6,       0,0,73400,6,501,3683.9,0,1,2,1,1,46.0,60.0
1422553,25-503,1,1,5,3,50,2,1,1,0,7,6241    ,62,65000,6,425,2872.7,0,1,1,1,1,272.0,273.0
1422554,25-503,1,1,5,3,54,1,1,1,0,6,92M1    ,92,64000,6,425,2872.7,0,1,1,1,1,272.0,259.0
1422555,25-503,1,1,5,0,20,1,6,1,0,6,56173   ,56,2700,1,425,2872.7,0,1,1,1,1,272.0,264.0
1422556,25-503,1,1,5,0,16,2,6,1,0,4,       0,0,0,0,425,2872.7,0,1,1,1,1,272.0,266.0
1422557,25-503,1,1,5,0,16,2,6,1,0,4,       0,0,0,0,425,2872.7,0,1,1,1,1,272.0,265.0
1422558,25-503,1,1,2,1,43,1,4,6,0,11,52M1    ,52,100200,7,501,2872.7,0,1,1,1,1,102.0,102.0
1422559,25-503,1,1,2,0,12,1,6,6,0,2,       0,0,9999999,9,501,2872.7,0,1,1,1,1,102.0,108.0
1422612,25-1300,1,1,2,0,67,2,1,1,1,11,5411    ,54,83000,6,501,1457.2,6,2,1,1,2,122.0,122.0
1422613,25-1300,1,1,2,0,62,1,1,1,1,11,517Z    ,51,45000,4,501,1457.2,0,1,1,1,1,122.0,111.0
