,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
1402268,25-503,4,0,1,0,18,1,6,1,0,6,722Z    ,72,5000,1,0,2872.7,0,1,1,1,1,72.0,72.0
1402273,25-703,4,0,1,0,21,2,6,1,0,7,4MS     ,44,0,0,0,2195.3,0,1,1,1,1,6.0,6.0
1402285,25-503,4,0,1,0,22,2,6,6,0,10,5413    ,54,18000,2,0,2872.7,0,1,1,1,1,80.0,80.0
1402289,25-1300,3,0,1,0,58,1,6,1,0,8,       0,0,0,0,0,1457.2,0,2,1,1,1,57.0,57.0
1402291,25-703,4,0,1,0,18,2,6,1,0,6,713Z    ,71,3300,1,0,2195.3,0,1,1,1,1,24.0,24.0
1402311,25-703,4,0,1,0,18,1,6,8,0,6,56173   ,56,200000,8,0,2195.3,0,1,1,1,1,90.0,90.0
1402323,25-503,4,0,1,0,21,2,6,1,0,7,722Z    ,72,1000,0,0,2872.7,0,1,1,1,1,24.0,24.0
1402327,25-503,4,0,1,0,18,1,6,1,0,7,       0,0,0,0,0,2872.7,0,1,1,1,1,58.0,58.0
1402331,25-1000,3,0,1,0,57,2,2,1,0,6,       0,0,17200,2,0,2447.1,0,1,2,1,1,69.0,69.0
1402337,25-503,4,0,1,0,20,1,6,1,0,6,4481    ,44,11300,2,0,2872.7,0,1,1,1,1,75.0,75.0
1402348,25-503,3,0,1,0,89,2,6,1,0,8,       0,0,0,0,0,2872.7,0,2,2,2,2,70.0,70.0
1402365,25-1300,4,0,1,0,57,2,4,1,0,7,4533    ,45,12300,2,93,1457.2,0,1,1,1,1,10.0,10.0
1402367,25-1300,4,0,1,0,18,1,6,1,0,6,       0,0,0,0,0,1457.2,0,2,1,1,1,72.0,72.0
1402400,25-503,4,0,1,0,19,1,6,1,0,7,4511M   ,45,2000,1,0,2872.7,0,1,1,1,1,69.0,69.0
1402425,25-703,4,0,1,0,21,2,6,1,0,7,611M1   ,61,6000,1,0,2195.3,0,2,1,1,1,13.0,13.0
1402429,25-503,4,0,1,0,21,2,6,1,0,7,611M1   ,61,11600,2,0,2872.7,0,1,1,1,1,32.0,32.0
1402450,25-1300,4,0,1,0,21,2,2,1,4,6,92MP    ,92,0,0,0,1457.2,0,1,1,1,1,82.0,82.0
1402461,25-703,4,0,1,0,19,2,6,1,0,7,45121   ,45,2000,1,0,2195.3,0,1,1,1,1,67.0,67.0
1402476,25-1300,4,0,1,0,18,2,6,1,0,6,44511   ,44,5600,1,0,1457.2,0,1,1,1,1,34.0,34.0
1402482,25-1300,4,0,1,0,88,2,6,1,0,6,       0,0,2200,1,18,1457.2,0,2,1,1,1,29.0,29.0
1402486,25-1300,4,0,1,0,19,2,6,1,0,6,721M    ,72,9300,1,0,1457.2,0,1,1,1,1,34.0,34.0
1402492,25-703,4,0,1,0,19,2,6,1,0,7,45121   ,45,2000,1,0,2195.3,0,1,1,1,1,74.0,74.0
1402507,25-1300,3,0,1,0,81,2,4,1,0,4,       0,0,13500,2,0,1457.2,0,2,2,2,1,75.0,75.0
1402514,25-2800,4,0,1,0,53,1,6,1,0,6,923     ,92,14000,2,106,3683.9,0,2,1,1,1,27.0,27.0
1402518,25-1300,4,0,1,0,39,2,6,2,0,0,       0,0,2800,1,21,1457.2,0,2,2,1,1,38.0,38.0
1402528,25-1000,3,0,1,0,94,2,5,1,0,6,       0,0,2800,1,0,2447.1,0,2,1,1,1,25.0,25.0
1402537,25-503,4,0,1,0,21,1,6,1,0,6,611M1   ,61,1000,0,0,2872.7,0,1,1,1,1,35.0,35.0
1402538,25-1300,4,0,1,0,20,2,6,1,0,7,611M1   ,61,4200,1,0,1457.2,0,1,1,1,1,81.0,81.0
1402539,25-1300,4,0,1,0,19,1,6,1,0,6,       0,0,0,0,0,1457.2,0,1,1,1,1,53.0,53.0
1402542,25-2800,3,0,1,0,69,1,2,2,0,3,       0,0,0,0,0,3683.9,6,2,2,1,1,18.0,18.0
1402553,25-1300,4,0,1,0,18,2,6,1,0,6,713Z    ,71,10100,2,0,1457.2,0,1,1,1,1,40.0,40.0
1402574,25-503,4,0,1,0,90,2,6,1,0,11,       0,0,0,0,1,2872.7,0,1,1,1,1,33.0,33.0
1402597,25-703,3,0,1,0,17,1,6,2,0,4,       0,0,0,0,0,2195.3,0,2,1,1,1,20.0,20.0
1402615,25-1000,3,0,1,0,69,1,2,2,0,3,       0,0,0,0,0,2447.1,6,2,2,1,1,21.0,21.0
1402617,25-1000,4,0,1,0,34,1,6,1,2,5,484     ,48,3500,1,26,2447.1,0,1,1,1,1,164.0,164.0
1402636,25-703,4,0,1,0,19,1,6,1,0,6,44511   ,44,10000,2,0,2195.3,0,1,1,1,1,27.0,27.0
1402642,25-1300,4,0,1,0,41,2,6,7,2,7,722Z    ,72,12000,2,91,1457.2,0,1,1,1,1,11.0,11.0
1402644,25-503,4,0,1,0,20,2,6,1,2,7,       0,0,0,0,0,2872.7,0,1,1,1,1,67.0,67.0
1402649,25-1000,3,0,1,0,89,2,5,1,0,6,       0,0,13000,2,0,2447.1,0,2,2,1,1,18.0,18.0
1402651,25-1000,4,0,1,0,24,2,6,6,0,6,6244    ,62,6900,1,52,2447.1,0,1,1,1,1,12.0,12.0
1402664,25-703,4,0,1,0,21,1,6,1,4,8,5121    ,51,7680,1,0,2195.3,0,1,1,1,1,6.0,6.0
1402674,25-2800,4,0,1,0,31,1,6,7,4,8,44511   ,44,2000,1,15,3683.9,0,1,1,1,1,24.0,24.0
1402687,25-703,4,0,1,0,18,2,6,1,0,6,4511M   ,45,1400,1,0,2195.3,0,2,1,1,1,47.0,47.0
1402688,25-503,4,0,1,0,27,2,6,1,0,10,611M1   ,61,8000,1,0,2872.7,0,1,1,1,1,83.0,83.0
1402690,25-1300,3,0,1,0,88,2,5,1,0,6,       0,0,13500,2,0,1457.2,0,1,1,2,2,18.0,18.0
1402703,25-503,4,0,1,0,18,2,6,1,0,6,713Z    ,71,2000,1,0,2872.7,0,2,1,1,1,66.0,66.0
1402705,25-703,4,0,1,0,83,2,6,1,0,6,       0,0,4800,1,39,2195.3,0,1,2,1,1,18.0,18.0
1402710,25-1300,4,0,1,0,62,2,4,1,0,8,6111    ,61,4900,1,37,1457.2,0,1,1,1,1,9.0,9.0
1402721,25-703,4,0,1,0,21,2,6,1,0,7,611M1   ,61,6000,1,0,2195.3,0,2,1,1,1,92.0,92.0
1402734,25-703,4,0,1,0,19,2,6,1,0,6,813M    ,81,3500,1,0,2195.3,0,1,1,1,1,27.0,27.0
1402737,25-1300,4,0,1,0,18,1,6,1,0,6,6244    ,62,3500,1,0,1457.2,0,1,1,1,1,64.0,64.0
1402759,25-1300,3,0,1,0,89,2,6,1,0,6,       0,0,30000,3,0,1457.2,0,2,1,1,1,58.0,58.0
1402763,25-503,3,0,1,0,85,2,2,1,0,6,       0,0,0,0,0,2872.7,0,2,2,1,2,81.0,81.0
1402784,25-503,4,0,1,0,52,2,6,1,0,10,       0,0,9300,1,70,2872.7,0,1,1,1,1,8.0,8.0
1402790,25-703,3,0,1,0,94,2,5,1,0,6,       0,0,9000,1,0,2195.3,0,1,2,1,1,19.0,19.0
1402815,25-1000,4,0,1,0,77,2,6,1,0,0,       0,0,1400,1,11,2447.1,0,1,2,1,2,11.0,11.0
1402817,25-703,4,0,1,0,27,1,2,1,0,10,       0,0,0,0,0,2195.3,0,2,1,1,1,45.0,45.0
1402840,25-1000,3,0,1,0,88,2,4,1,0,6,       0,0,10500,2,0,2447.1,0,2,2,1,1,85.0,85.0
1402847,25-703,4,0,1,0,21,2,6,1,0,7,5414    ,54,5400,1,0,2195.3,0,1,1,1,1,6.0,6.0
1402848,25-1300,3,0,1,0,71,1,4,1,0,8,       0,0,12600,2,0,1457.2,0,2,2,1,2,58.0,58.0
1402850,25-2800,3,0,1,0,94,2,5,1,0,10,       0,0,0,0,0,3683.9,0,1,2,1,2,20.0,20.0
1402852,25-703,3,0,1,0,94,1,5,1,0,7,       0,0,21300,3,0,2195.3,3,1,2,2,2,20.0,20.0
1402858,25-703,4,0,1,0,70,2,6,1,0,4,       0,0,11000,2,89,2195.3,0,2,2,1,1,10.0,10.0
1402868,25-2800,3,0,1,0,51,2,4,2,0,6,       0,0,6200,1,0,3683.9,0,2,1,1,1,51.0,51.0
1402888,25-503,4,0,1,0,25,1,6,1,0,10,611M1   ,61,82000,6,0,2872.7,0,1,1,1,1,72.0,72.0
1402889,25-503,4,0,1,0,19,1,6,1,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,20.0,20.0
1402894,25-503,4,0,1,0,19,1,6,4,0,6,56173   ,56,0,0,0,2872.7,0,1,1,1,1,80.0,80.0
1402899,25-1000,3,0,1,0,78,2,5,1,0,11,       0,0,4700,1,0,2447.1,0,1,2,1,1,68.0,68.0
1402904,25-1000,3,0,1,0,72,1,4,1,0,8,485M    ,48,16200,2,0,2447.1,0,1,2,1,1,21.0,21.0
1402927,25-1300,3,0,1,0,30,1,6,7,4,6,       0,0,0,0,0,1457.2,0,1,1,1,1,74.0,74.0
1402937,25-503,4,0,1,0,20,1,6,1,0,7,32221   ,32,6400,1,0,2872.7,0,1,1,1,1,59.0,59.0
1402945,25-503,4,0,1,0,18,2,6,1,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,77.0,77.0
1402953,25-1000,4,0,1,0,40,1,6,1,0,0,       0,0,23000,3,173,2447.1,0,2,1,1,1,10.0,10.0
1402955,25-1300,3,0,1,0,56,1,6,1,0,6,4413    ,44,14100,2,0,1457.2,1,2,2,1,1,59.0,59.0
1402957,25-703,4,0,1,0,21,1,6,1,0,7,484     ,48,5000,1,0,2195.3,1,1,1,1,1,7.0,7.0
1402977,25-703,4,0,1,0,19,2,6,2,2,7,722Z    ,72,1380,1,0,2195.3,0,1,1,1,1,27.0,27.0
1402988,25-503,4,0,1,0,19,2,6,1,0,6,6244    ,62,10200,2,0,2872.7,0,1,1,1,1,22.0,22.0
1402990,25-503,4,0,1,0,22,2,6,8,4,7,5415    ,54,8300,1,0,2872.7,0,1,1,1,1,69.0,69.0
1402993,25-503,4,0,1,0,21,1,6,2,2,7,6241    ,62,12000,2,0,2872.7,0,1,1,1,1,12.0,12.0
1402996,25-503,4,0,1,0,19,2,6,1,0,6,6244    ,62,10200,2,0,2872.7,0,1,1,1,1,28.0,28.0
1403001,25-703,4,0,1,0,20,1,6,2,0,6,722Z    ,72,10000,2,0,2195.3,0,1,1,1,1,102.0,102.0
1403025,25-1300,4,0,1,0,49,2,4,1,0,6,       0,0,0,0,1,1457.2,0,1,1,1,1,17.0,17.0
1403026,25-2800,3,0,1,0,82,2,6,1,0,6,       0,0,0,0,0,3683.9,0,1,2,1,1,20.0,20.0
1403036,25-503,4,0,1,0,28,1,6,1,0,7,446Z    ,44,46300,5,0,2872.7,0,1,1,1,1,97.0,97.0
1403052,25-1300,3,0,1,0,94,2,2,1,0,6,       0,0,0,0,0,1457.2,0,2,2,1,1,14.0,14.0
1403056,25-703,3,0,1,0,57,2,2,1,0,6,       0,0,17200,2,0,2195.3,0,1,2,1,1,23.0,23.0
1403078,25-503,4,0,1,0,20,1,6,1,0,7,4413    ,44,18500,3,0,2872.7,0,1,1,1,1,82.0,82.0
1403101,25-703,4,0,1,0,21,2,2,1,4,6,92MP    ,92,0,0,0,2195.3,0,1,1,1,1,21.0,21.0
1403103,25-503,4,0,1,0,22,1,6,1,0,6,611M1   ,61,8000,1,0,2872.7,0,1,1,1,1,73.0,73.0
1403124,25-1300,3,0,1,0,86,2,5,1,0,10,       0,0,2800,1,0,1457.2,0,2,2,1,1,24.0,24.0
1403149,25-703,4,0,1,0,20,2,6,1,0,7,44511   ,44,4500,1,0,2195.3,0,1,1,1,1,56.0,56.0
1403151,25-503,4,0,1,0,20,2,6,1,0,7,5415    ,54,20800,3,0,2872.7,0,1,1,1,1,14.0,14.0
1403162,25-703,4,0,1,0,19,2,6,1,0,6,722Z    ,72,14100,2,0,2195.3,0,1,1,1,1,78.0,78.0
1403177,25-1300,3,0,1,0,63,1,2,1,0,7,       0,0,17800,2,0,1457.2,0,2,2,1,1,17.0,17.0
1403200,25-1300,4,0,1,0,56,1,6,1,0,0,       0,0,10000,2,76,1457.2,0,2,1,2,1,15.0,15.0
1403249,25-503,4,0,1,0,52,1,6,9,0,7,       0,0,10700,2,81,2872.7,0,2,2,1,1,12.0,12.0
1403263,25-1300,4,0,1,0,19,2,6,1,0,6,722Z    ,72,14100,2,0,1457.2,0,1,1,1,1,54.0,54.0
1403271,25-1300,3,0,1,0,61,1,4,1,0,7,4853    ,48,4800,1,0,1457.2,1,1,1,2,1,60.0,60.0
1403272,25-2800,4,0,1,0,69,2,6,1,0,11,       0,0,0,0,1,3683.9,0,1,1,1,1,2.0,2.0
1403278,25-703,4,0,1,0,60,1,6,1,0,0,       0,0,25900,3,198,2195.3,0,2,1,1,1,44.0,44.0
1403283,25-703,4,0,1,0,84,2,6,1,0,1,       0,0,0,0,1,2195.3,0,2,1,1,1,14.0,14.0
1403285,25-503,4,0,1,0,21,1,6,1,0,6,23      ,23,7900,1,0,2872.7,0,1,1,1,1,68.0,68.0
1403288,25-503,4,0,1,0,21,1,6,6,0,7,722Z    ,72,7500,1,0,2872.7,0,1,1,1,1,87.0,87.0
1403317,25-703,4,0,1,0,20,2,6,8,0,7,722Z    ,72,5500,1,0,2195.3,0,1,1,1,1,59.0,59.0
1403318,25-1300,3,0,1,0,87,2,5,1,0,2,       0,0,0,0,0,1457.2,0,2,2,1,1,17.0,17.0
1403324,25-503,4,0,1,0,21,1,6,6,0,7,722Z    ,72,7500,1,0,2872.7,0,1,1,1,1,85.0,85.0
1403328,25-703,4,0,1,0,19,1,6,1,0,7,722Z    ,72,2300,1,0,2195.3,0,1,1,1,1,30.0,30.0
1403337,25-703,4,0,1,0,20,1,6,1,0,7,44511   ,44,900,0,0,2195.3,0,1,1,1,1,29.0,29.0
1403365,25-503,4,0,1,0,21,1,6,1,0,7,611M1   ,61,6000,1,0,2872.7,0,1,1,1,1,15.0,15.0
1403366,25-2800,3,0,1,0,84,2,5,6,0,1,       0,0,0,0,0,3683.9,0,2,2,1,1,38.0,38.0
1403386,25-703,4,0,1,0,19,2,6,1,0,6,6244    ,62,6020,1,0,2195.3,0,2,1,1,1,103.0,103.0
1403393,25-1000,3,0,1,0,70,2,6,1,0,7,       0,0,9400,2,0,2447.1,0,2,2,1,1,73.0,73.0
1403410,25-503,4,0,1,0,18,1,6,1,0,6,6111    ,61,7000,1,0,2872.7,0,1,1,1,1,58.0,58.0
1403415,25-2800,3,0,1,0,88,2,6,1,0,10,       0,0,0,0,0,3683.9,0,1,2,1,1,77.0,77.0
1403416,25-1300,4,0,1,0,18,2,6,1,0,6,722Z    ,72,5000,1,0,1457.2,0,1,1,1,1,41.0,41.0
1403429,25-1000,3,0,1,0,94,2,5,1,0,2,       0,0,13000,2,0,2447.1,0,2,2,2,1,53.0,53.0
1403434,25-1000,4,0,1,0,34,1,6,1,2,5,484     ,48,3500,1,26,2447.1,0,1,1,1,1,115.0,115.0
1403462,25-503,4,0,1,0,21,2,6,1,0,8,       0,0,0,0,0,2872.7,0,1,1,1,1,68.0,68.0
1403480,25-503,4,0,1,0,63,1,6,1,0,4,       0,0,0,0,1,2872.7,0,2,1,1,1,11.0,11.0
1403507,25-1300,3,0,1,0,85,1,2,1,0,7,       0,0,9600,2,0,1457.2,1,2,2,1,2,16.0,16.0
1403521,25-1000,4,0,1,0,29,1,6,7,0,0,       0,0,18600,3,141,2447.1,0,2,1,1,1,3.0,3.0
1403523,25-503,4,0,1,0,21,2,6,1,0,6,5241    ,52,8000,1,0,2872.7,0,1,1,1,1,53.0,53.0
1403534,25-1300,4,0,1,0,63,1,6,1,0,4,       0,0,0,0,1,1457.2,0,2,1,1,1,44.0,44.0
1403552,25-703,3,0,1,0,67,2,5,1,0,6,       0,0,12900,2,0,2195.3,0,1,2,2,1,22.0,22.0
1403558,25-503,4,0,1,0,18,2,6,1,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,20.0,20.0
1403562,25-1300,3,0,1,0,27,1,2,2,0,6,722Z    ,72,9200,1,0,1457.2,0,1,1,1,1,75.0,75.0
1403582,25-1300,3,0,1,0,29,1,6,1,0,6,484     ,48,0,0,0,1457.2,0,1,1,1,1,77.0,77.0
1403603,25-703,4,0,1,0,94,2,6,1,0,10,       0,0,0,0,1,2195.3,0,1,1,1,1,15.0,15.0
1403604,25-703,4,0,1,0,20,2,6,1,0,7,722Z    ,72,1000,0,0,2195.3,0,1,1,1,1,56.0,56.0
1403610,25-703,3,0,1,0,17,1,6,2,0,4,       0,0,0,0,0,2195.3,0,2,1,1,1,22.0,22.0
1403624,25-1300,4,0,1,0,19,2,6,1,0,6,6111    ,61,1500,1,0,1457.2,0,1,1,1,1,79.0,79.0
1403629,25-503,4,0,1,0,19,1,6,2,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,49.0,49.0
1403632,25-703,4,0,1,0,75,2,6,2,0,3,       0,0,13400,2,111,2195.3,0,2,2,1,2,40.0,40.0
1403652,25-1300,4,0,1,0,18,2,6,1,0,7,814     ,81,7000,1,0,1457.2,0,1,1,1,1,65.0,65.0
1403656,25-703,4,0,1,0,21,2,6,1,0,6,722Z    ,72,1500,1,0,2195.3,0,1,1,1,1,26.0,26.0
1403661,25-703,4,0,1,0,20,2,6,2,0,6,611M1   ,61,627000,8,0,2195.3,0,1,1,1,1,75.0,75.0
1403662,25-703,4,0,1,0,19,2,6,1,1,7,611M1   ,61,5900,1,0,2195.3,0,1,1,1,1,45.0,45.0
1403664,25-703,4,0,1,0,19,2,6,1,0,6,45121   ,45,2000,1,0,2195.3,0,1,1,1,1,65.0,65.0
1403680,25-503,4,0,1,0,20,1,6,1,0,6,4511M   ,45,3000,1,0,2872.7,0,1,1,1,1,61.0,61.0
1403682,25-703,4,0,1,0,18,1,6,1,0,6,722Z    ,72,3000,1,0,2195.3,0,1,1,1,1,29.0,29.0
1403689,25-503,4,0,1,0,22,2,6,6,0,6,611M1   ,61,20000,3,0,2872.7,0,1,1,1,1,66.0,66.0
1403690,25-503,4,0,1,0,19,2,6,1,0,6,611M1   ,61,6500,1,0,2872.7,0,1,1,1,1,106.0,106.0
1403700,25-703,4,0,1,0,19,1,6,1,0,7,44511   ,44,10000,2,0,2195.3,0,1,1,1,1,112.0,112.0
1403701,25-503,4,0,1,0,22,1,6,1,0,7,4483    ,44,5000,1,0,2872.7,0,1,1,1,1,55.0,55.0
1403712,25-1000,4,0,1,0,53,2,6,1,0,0,       0,0,4000,1,30,2447.1,0,2,1,1,1,5.0,5.0
1403733,25-703,4,0,1,0,85,2,6,1,0,11,       0,0,0,0,1,2195.3,0,1,1,1,1,17.0,17.0
1403734,25-503,4,0,1,0,18,1,6,1,0,6,722Z    ,72,11900,2,0,2872.7,0,1,1,1,1,85.0,85.0
1403747,25-703,4,0,1,0,20,2,6,1,0,6,611M1   ,61,5600,1,0,2195.3,0,1,1,1,1,72.0,72.0
1403751,25-1000,4,0,1,0,83,2,6,1,0,6,       0,0,4800,1,39,2447.1,0,1,2,1,1,12.0,12.0
1403798,25-1000,4,0,1,0,63,2,4,1,0,4,       0,0,7000,1,52,2447.1,0,1,1,2,2,58.0,58.0
1403799,25-503,4,0,1,0,20,2,6,2,0,6,454110  ,45,17500,2,0,2872.7,0,1,1,1,1,41.0,41.0
1403802,25-703,4,0,1,0,20,1,6,1,0,6,4481    ,44,5000,1,0,2195.3,0,1,1,1,1,21.0,21.0
1403806,25-503,4,0,1,0,21,2,6,4,0,6,611M1   ,61,11600,2,0,2872.7,0,1,1,1,1,41.0,41.0
1403828,25-1300,3,0,1,0,82,2,5,1,0,10,       0,0,0,0,0,1457.2,0,2,2,1,1,17.0,17.0
1403840,25-703,4,0,1,0,20,2,6,1,0,7,8129    ,81,6000,1,0,2195.3,0,1,1,1,1,90.0,90.0
1403845,25-503,4,0,1,0,21,1,6,7,4,7,611M1   ,61,3000,1,0,2872.7,0,1,1,1,1,18.0,18.0
1403847,25-2800,4,0,1,0,52,2,6,1,0,10,       0,0,9300,1,70,3683.9,0,1,1,1,1,12.0,12.0
1403866,25-703,4,0,1,0,20,2,6,1,0,7,8129    ,81,6000,1,0,2195.3,0,1,1,1,1,25.0,25.0
1403876,25-1000,3,0,1,0,94,2,5,1,0,6,       0,0,13500,2,0,2447.1,0,2,2,1,1,57.0,57.0
1403897,25-703,4,0,1,0,19,2,6,1,0,6,5313    ,53,4000,1,0,2195.3,0,1,1,1,1,95.0,95.0
1403900,25-703,4,0,1,0,19,2,6,1,0,7,722Z    ,72,5000,1,0,2195.3,0,1,1,1,1,24.0,24.0
1403938,25-1000,3,0,1,0,94,2,5,1,0,3,       0,0,13000,2,0,2447.1,0,1,2,1,2,72.0,72.0
1403939,25-703,4,0,1,0,21,1,6,7,4,7,52M2    ,52,4020,1,0,2195.3,0,1,1,1,1,8.0,8.0
1403948,25-503,4,0,1,0,20,2,6,1,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,20.0,20.0
1403959,25-503,3,0,1,0,67,2,6,2,0,10,       0,0,4300,1,0,2872.7,0,1,2,1,1,62.0,62.0
1403961,25-2800,3,0,1,0,94,2,6,1,0,6,       0,0,0,0,0,3683.9,0,1,2,1,1,20.0,20.0
1403984,25-503,4,0,1,0,43,1,2,6,0,7,611M1   ,61,26000,3,0,2872.7,0,1,1,1,1,82.0,82.0
1403991,25-503,4,0,1,0,19,1,6,4,0,6,56173   ,56,0,0,0,2872.7,0,1,1,1,1,76.0,76.0
1404033,25-703,4,0,1,0,24,1,6,1,2,7,722Z    ,72,0,0,1,2195.3,0,1,1,1,1,2.0,2.0
1404047,25-503,4,0,1,0,55,1,6,1,2,6,5613    ,56,23500,3,178,2872.7,0,1,1,1,1,117.0,117.0
1404055,25-1300,4,0,1,0,50,2,6,1,0,6,       0,0,13000,2,99,1457.2,0,2,1,1,1,40.0,40.0
1404080,25-703,4,0,1,0,20,1,6,1,0,7,52M2    ,52,2000,1,0,2195.3,0,1,1,1,1,47.0,47.0
1404082,25-1300,3,0,1,0,43,1,6,2,0,6,       0,0,0,0,0,1457.2,0,1,1,1,1,63.0,63.0
1404085,25-1000,3,0,1,0,94,2,5,1,0,6,       0,0,0,0,0,2447.1,0,2,2,2,2,68.0,68.0
1404118,25-703,4,0,1,0,19,2,6,1,0,6,722Z    ,72,14100,2,0,2195.3,0,1,1,1,1,84.0,84.0
1404151,25-1300,4,0,1,0,52,2,6,1,0,10,       0,0,9300,1,70,1457.2,0,1,1,1,1,94.0,94.0
1404153,25-2800,4,0,1,0,31,1,6,2,0,7,623M    ,62,18000,2,137,3683.9,0,2,1,1,1,29.0,29.0
1404178,25-1300,3,0,1,0,32,1,6,2,0,6,5418    ,54,0,0,0,1457.2,0,1,2,1,1,73.0,73.0
1404185,25-503,4,0,1,0,19,2,6,2,4,7,6244    ,62,2100,1,0,2872.7,0,1,1,1,1,79.0,79.0
1404200,25-1000,4,0,1,0,56,1,6,1,0,0,       0,0,10000,2,76,2447.1,0,2,1,2,1,5.0,5.0
1404201,25-703,4,0,1,0,23,1,2,1,0,7,52M2    ,52,1020,1,0,2195.3,0,1,1,1,1,7.0,7.0
1404203,25-1300,3,0,1,0,89,2,5,6,0,10,       0,0,0,0,0,1457.2,0,2,1,1,1,28.0,28.0
1404205,25-1000,3,0,1,0,17,1,6,2,0,4,       0,0,0,0,0,2447.1,0,2,1,1,1,36.0,36.0
1404215,25-503,4,0,1,0,20,1,6,1,0,10,52M2    ,52,3000,1,0,2872.7,0,1,1,1,1,14.0,14.0
1404224,25-503,4,0,1,0,21,2,6,1,0,6,611M1   ,61,3000,1,0,2872.7,0,1,1,1,1,35.0,35.0
1404225,25-503,3,0,1,0,50,1,6,1,4,6,       0,0,0,0,0,2872.7,0,2,2,2,1,80.0,80.0
1404231,25-503,3,0,1,0,63,2,6,1,0,6,       0,0,13200,2,0,2872.7,0,2,2,1,1,58.0,58.0
1404254,25-1000,4,0,1,0,72,2,6,1,0,10,       0,0,0,0,1,2447.1,0,1,1,1,1,10.0,10.0
1404257,25-503,3,0,1,0,55,1,6,1,0,7,       0,0,12000,2,0,2872.7,0,1,2,1,1,77.0,77.0
1404264,25-703,4,0,1,0,21,2,6,2,0,6,611M1   ,61,5200,1,0,2195.3,0,1,1,1,1,50.0,50.0
1404271,25-703,4,0,1,0,75,2,6,1,0,8,       0,0,10800,2,88,2195.3,0,1,2,1,1,14.0,14.0
1404274,25-503,3,0,1,0,94,2,5,4,0,10,       0,0,0,0,0,2872.7,0,1,1,1,1,72.0,72.0
1404278,25-1000,3,0,1,0,94,2,5,1,0,3,       0,0,13000,2,0,2447.1,0,1,2,1,2,18.0,18.0
1404303,25-703,4,0,1,0,22,1,6,1,0,7,5414    ,54,1000,0,0,2195.3,0,2,1,1,1,52.0,52.0
1404336,25-703,4,0,1,0,18,2,6,1,0,6,       0,0,0,0,0,2195.3,0,1,1,1,1,88.0,88.0
1404338,25-1300,3,0,1,0,76,2,5,1,0,6,       0,0,0,0,0,1457.2,0,2,2,1,2,15.0,15.0
1404344,25-503,4,0,1,0,18,1,6,1,0,6,4453    ,44,8200,1,0,2872.7,0,1,1,1,1,83.0,83.0
1404348,25-503,4,0,1,0,18,2,6,1,0,7,3231    ,32,4100,1,0,2872.7,0,1,1,1,1,28.0,28.0
1404366,25-703,4,0,1,0,55,1,6,1,0,4,       0,0,10100,2,76,2195.3,0,2,2,1,1,14.0,14.0
1404408,25-2800,3,0,1,0,94,2,5,1,0,6,       0,0,0,0,0,3683.9,0,2,2,2,2,86.0,86.0
1404416,25-503,4,0,1,0,18,2,6,1,0,6,       0,0,0,0,0,2872.7,0,1,1,1,1,68.0,68.0
1404440,25-1300,3,0,1,0,78,2,6,1,0,6,       0,0,0,0,0,1457.2,0,2,2,1,1,14.0,14.0
1404449,25-503,4,0,1,0,21,2,6,1,0,7,611M1   ,61,11600,2,0,2872.7,0,1,1,1,1,90.0,90.0
1404458,25-503,4,0,1,0,19,2,6,4,0,7,44511   ,44,0,0,0,2872.7,0,1,1,1,1,67.0,67.0
1404482,25-703,4,0,1,0,18,1,6,1,0,6,6244    ,62,3500,1,0,2195.3,0,1,1,1,1,98.0,98.0
1404485,25-503,3,0,1,0,85,2,2,1,0,6,       0,0,0,0,0,2872.7,0,2,2,1,2,59.0,59.0
1404486,25-2800,4,0,1,0,32,2,6,1,0,7,999920  ,99,9300,1,70,3683.9,0,1,1,1,1,20.0,20.0
1404495,25-1300,4,0,1,0,60,1,6,1,0,6,       0,0,23000,3,175,1457.2,0,2,1,1,1,9.0,9.0
1404497,25-503,4,0,1,0,18,2,6,7,4,7,446Z    ,44,2600,1,0,2872.7,0,1,1,1,1,65.0,65.0
1404507,25-703,3,0,1,0,83,2,5,1,0,6,       0,0,2800,1,0,2195.3,0,2,2,1,1,22.0,22.0
1404513,25-1300,4,0,1,0,60,1,6,1,0,6,       0,0,23000,3,175,1457.2,0,2,1,1,1,11.0,11.0
1404519,25-1000,3,0,1,0,94,2,5,1,0,6,       0,0,18200,3,0,2447.1,0,1,2,1,2,18.0,18.0
1404521,25-703,3,0,1,0,78,2,5,1,0,6,       0,0,2800,1,0,2195.3,0,1,1,1,1,71.0,71.0
1404523,25-2800,3,0,1,0,78,2,4,1,0,6,       0,0,0,0,0,3683.9,0,1,2,1,1,21.0,21.0
