,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
1975843,36-3710,1,2,6,3,58,1,6,2,0,6,7211    ,72,39400,4,129,52864.7,0,1,1,1,1,281.0,282.0
1975844,36-3710,1,2,6,3,46,2,6,2,0,6,7211    ,72,24500,3,184,52864.7,0,1,1,1,1,281.0,397.0
1975845,36-3710,1,2,6,0,15,1,6,2,0,3,       0,0,0,0,129,52864.7,0,1,1,1,1,281.0,405.0
1975846,36-3710,1,2,6,0,11,2,6,2,0,2,       0,0,9999999,9,129,52864.7,0,1,1,1,1,281.0,531.0
1975847,36-3710,1,2,6,0,4,1,6,2,0,0,       0,0,9999999,9,129,52864.7,0,0,0,1,1,281.0,487.0
1975848,36-3710,1,2,6,0,73,1,6,2,0,6,       0,0,0,0,129,52864.7,0,1,2,1,1,281.0,220.0
1976080,36-4010,1,1,3,1,75,2,5,1,0,10,       0,0,94600,7,501,50441.6,0,1,1,1,1,34.0,35.0
1976081,36-4010,1,1,3,0,44,1,1,1,0,8,4411    ,44,57000,6,501,50441.6,0,1,1,1,1,34.0,24.0
1976082,36-4010,1,1,3,0,40,2,1,1,0,6,       0,0,10200,2,501,50441.6,0,2,1,1,1,34.0,29.0
1976118,36-4010,1,2,1,0,33,1,6,1,1,7,446Z    ,44,120000,7,501,50441.6,0,1,1,1,1,80.0,80.0
1976409,36-3710,1,2,3,2,36,2,6,1,2,6,522M    ,52,13200,2,65,52864.7,0,1,1,1,1,148.0,149.0
1976410,36-3710,1,2,3,0,7,1,6,1,4,1,       0,0,9999999,9,65,52864.7,0,1,1,1,1,148.0,188.0
1976411,36-3710,1,2,3,0,4,1,6,1,2,0,       0,0,9999999,9,65,52864.7,0,0,0,1,1,148.0,238.0
1976770,36-3710,1,2,2,0,53,2,1,8,4,4,5617Z   ,56,59000,6,347,52864.7,0,1,1,1,1,191.0,190.0
1976771,36-3710,1,2,2,0,59,1,1,9,2,7,       0,0,0,0,347,52864.7,0,1,1,1,1,191.0,178.0
1977179,36-4010,1,2,2,1,60,2,4,2,0,6,       0,0,0,0,59,50441.6,0,1,1,1,1,103.0,104.0
1977180,36-4010,1,2,2,0,19,2,6,2,0,6,722Z    ,72,10000,2,59,50441.6,0,1,1,1,1,103.0,161.0
1977314,36-3710,1,1,1,0,58,2,6,2,2,11,6244    ,62,50000,5,381,52864.7,0,1,1,1,1,46.0,46.0
1977398,36-4010,1,2,3,1,32,2,1,2,0,10,622M    ,62,90000,7,501,50441.6,0,1,1,1,1,205.0,205.0
1977399,36-4010,1,2,3,1,33,1,1,2,0,6,928110P3,92,45000,5,501,50441.6,1,1,1,1,1,205.0,268.0
1977400,36-4010,1,2,3,0,4,1,6,2,0,0,       0,0,9999999,9,501,50441.6,0,0,0,1,1,205.0,326.0
1977439,36-4010,1,1,1,0,57,1,6,2,0,10,334M1   ,33,25800,3,195,50441.6,0,1,1,1,1,100.0,100.0
1977770,36-4010,1,2,2,0,67,2,1,2,0,6,       0,0,63300,6,501,50441.6,0,1,1,1,1,106.0,106.0
1977771,36-4010,1,2,2,0,70,1,1,2,0,6,       0,0,58100,6,501,50441.6,0,1,1,1,1,106.0,79.0
1977912,36-4010,1,2,1,0,50,2,4,2,0,6,       0,0,0,0,1,50441.6,0,1,1,1,1,162.0,162.0
1978277,36-3710,1,2,1,0,70,1,4,7,4,6,531M    ,53,37300,4,307,52864.7,0,1,1,1,1,109.0,109.0
1978380,36-4010,1,2,3,0,95,2,5,2,0,7,       0,0,11900,2,164,50441.6,0,2,2,2,1,44.0,44.0
1978381,36-4010,1,2,3,0,6,2,6,2,0,1,       0,0,9999999,9,164,50441.6,0,1,1,1,1,44.0,42.0
1978382,36-4010,1,2,3,0,65,2,5,2,0,6,       0,0,21600,3,164,50441.6,0,1,1,1,1,44.0,37.0
1978752,36-4010,1,1,3,1,64,1,3,2,0,6,999920  ,99,104600,7,501,50441.6,0,1,1,1,1,72.0,73.0
1978753,36-4010,1,1,3,1,62,2,4,2,0,6,622M    ,62,59000,6,447,50441.6,0,1,1,1,1,72.0,67.0
1978754,36-4010,1,1,3,0,22,2,6,2,0,6,722Z    ,72,6300,1,501,50441.6,0,1,1,1,1,72.0,87.0
1978755,36-4010,1,1,1,0,31,2,6,2,0,10,622M    ,62,88000,7,501,50441.6,0,1,1,1,1,72.0,48.0
1979150,36-4010,1,2,2,1,29,2,6,2,0,6,6216    ,62,18000,3,103,50441.6,0,1,1,1,1,114.0,114.0
1979151,36-4010,1,2,2,0,4,2,6,2,0,0,       0,0,9999999,9,103,50441.6,0,0,0,1,1,114.0,95.0
1979248,36-3710,1,2,2,0,59,2,3,1,4,6,6241    ,62,22310,3,234,52864.7,0,1,1,1,1,84.0,84.0
1979249,36-3710,1,2,2,0,53,1,6,1,4,6,722Z    ,72,17300,3,234,52864.7,0,1,1,1,1,84.0,144.0
1979578,36-3710,1,2,4,2,74,1,1,1,2,6,       0,0,13200,2,116,52864.7,0,2,2,1,1,116.0,117.0
1979579,36-3710,1,2,4,2,72,2,1,1,2,3,       0,0,17100,3,116,52864.7,0,2,2,1,1,116.0,84.0
1979580,36-3710,1,2,4,0,24,1,6,2,0,6,       0,0,0,0,116,52864.7,0,1,1,1,1,116.0,134.0
1979581,36-3710,1,2,4,0,21,2,2,2,0,6,       0,0,0,0,116,52864.7,0,2,2,1,1,116.0,156.0
1979707,36-4010,1,2,1,0,37,1,6,2,0,10,5414    ,54,20000,3,152,50441.6,0,1,1,1,1,206.0,206.0
1980274,36-3710,1,2,3,2,44,2,6,7,2,10,6241    ,62,42000,5,265,52864.7,0,1,1,1,1,111.0,110.0
1980275,36-3710,1,2,3,0,23,2,6,7,2,7,713Z    ,71,12000,2,265,52864.7,0,1,1,1,1,111.0,123.0
1980276,36-3710,1,2,3,0,9,2,6,7,2,1,       0,0,9999999,9,265,52864.7,0,1,1,1,1,111.0,171.0
1980704,36-3710,1,2,3,1,40,2,3,8,4,6,446Z    ,44,48000,5,387,52864.7,0,1,1,1,1,94.0,95.0
1980705,36-3710,1,2,3,0,20,2,6,8,4,7,812112  ,81,16000,3,387,52864.7,0,1,1,1,1,94.0,105.0
1980706,36-3710,1,2,3,1,60,2,6,8,4,6,6244    ,62,12100,2,387,52864.7,0,1,1,1,1,94.0,99.0
1980833,36-3710,1,2,3,2,31,2,6,1,4,6,7211    ,72,51000,5,248,52864.7,0,1,1,1,1,104.0,104.0
1980834,36-3710,1,2,3,0,7,2,6,1,4,1,       0,0,9999999,9,248,52864.7,0,1,1,1,1,104.0,141.0
1980835,36-3710,1,2,3,0,3,2,6,1,4,0,       0,0,9999999,9,248,52864.7,0,0,0,1,1,104.0,120.0
1980854,36-4010,1,2,1,0,27,2,6,1,0,10,4483    ,44,49000,5,374,50441.6,0,1,1,1,1,73.0,73.0
1980861,36-4010,1,1,3,0,43,1,4,2,0,11,611M1   ,61,104000,7,501,50441.6,0,1,1,1,1,118.0,118.0
1980862,36-4010,1,1,3,0,49,1,3,2,0,10,4MS     ,44,36700,4,501,50441.6,0,1,1,1,1,118.0,80.0
1980863,36-4010,1,1,3,0,39,1,6,2,0,6,531M    ,53,98000,7,501,50441.6,0,1,1,1,1,118.0,95.0
1981205,36-3710,1,2,4,2,62,1,1,1,4,2,7211    ,72,57000,6,453,52864.7,0,1,1,1,1,322.0,322.0
1981206,36-3710,1,2,4,2,45,2,1,1,4,5,6216    ,62,15000,2,453,52864.7,0,1,1,1,1,322.0,350.0
1981207,36-3710,1,2,4,0,22,2,6,1,4,7,45221   ,45,23000,3,453,52864.7,0,2,2,2,2,322.0,319.0
1981208,36-3710,1,2,4,0,21,1,6,1,4,7,45221   ,45,24000,3,453,52864.7,0,1,1,1,1,322.0,372.0
1981416,36-3710,1,2,2,1,75,2,5,1,2,6,       0,0,9000,2,117,52864.7,0,1,2,2,1,86.0,87.0
1981417,36-3710,1,2,2,0,44,1,6,2,0,6,       0,0,9000,2,117,52864.7,0,2,2,1,1,86.0,112.0
1981594,36-4010,1,1,1,0,88,1,5,2,0,7,       0,0,66000,6,501,50441.6,0,1,1,1,2,99.0,99.0
1981667,36-4010,1,2,2,0,26,2,1,1,4,11,5414    ,54,30000,4,265,50441.6,0,1,1,1,1,79.0,79.0
1981668,36-4010,1,2,2,0,28,1,1,1,4,11,713Z    ,71,15000,2,265,50441.6,0,1,1,1,1,79.0,121.0
1981726,36-3710,1,2,2,1,46,2,6,2,0,4,8129    ,81,0,0,1,52864.7,0,1,2,1,1,75.0,75.0
1981727,36-3710,1,2,2,0,14,1,6,2,0,2,       0,0,9999999,9,1,52864.7,0,2,1,1,1,75.0,70.0
1981728,36-3710,1,2,1,0,50,1,6,2,0,8,6241    ,62,4800,1,36,52864.7,0,1,1,1,1,75.0,89.0
1982228,36-3710,1,2,1,0,51,2,6,1,2,7,31M     ,31,930,1,7,52864.7,0,1,1,1,1,76.0,76.0
1982600,36-4010,1,2,2,0,71,2,1,7,0,8,       0,0,49200,5,455,50441.6,0,1,1,1,1,92.0,92.0
1982601,36-4010,1,2,2,0,71,1,1,2,0,6,       0,0,20200,3,455,50441.6,0,1,2,1,1,92.0,70.0
1982679,36-4010,1,2,3,1,64,2,1,2,0,8,5411    ,54,40000,5,501,50441.6,0,1,1,1,1,60.0,60.0
1982680,36-4010,1,2,3,1,66,1,1,2,0,6,       0,0,22000,3,501,50441.6,0,1,2,1,1,60.0,48.0
1982681,36-4010,1,2,3,0,41,2,6,2,0,10,6111    ,61,40000,5,501,50441.6,0,1,1,1,1,60.0,45.0
1982710,36-4010,1,2,2,1,50,2,3,2,0,6,622M    ,62,51000,5,294,50441.6,0,1,1,1,1,127.0,128.0
1982711,36-4010,1,2,2,0,9,2,6,2,0,1,       0,0,9999999,9,294,50441.6,0,1,1,1,1,127.0,149.0
1983725,36-3710,1,2,1,0,66,2,6,2,0,5,       0,0,10200,2,83,52864.7,0,2,2,1,2,224.0,224.0
1984185,36-4010,1,2,2,1,47,2,3,2,0,10,5613    ,56,56200,6,324,50441.6,0,1,1,1,1,104.0,104.0
1984186,36-4010,1,2,2,0,12,1,6,2,0,2,       0,0,9999999,9,324,50441.6,0,2,1,1,1,104.0,97.0
1984342,36-3710,1,2,4,2,55,1,1,7,0,6,92MP    ,92,90000,7,501,52864.7,1,1,1,1,1,103.0,103.0
1984343,36-3710,1,2,4,2,46,2,1,7,1,6,       0,0,0,0,501,52864.7,0,1,1,1,1,103.0,134.0
1984344,36-3710,1,2,4,0,25,2,6,7,0,10,6111    ,61,69000,6,501,52864.7,0,1,1,1,1,103.0,215.0
1984345,36-3710,1,2,4,0,20,1,6,7,0,5,       0,0,0,0,501,52864.7,0,2,2,1,1,103.0,179.0
1984867,36-4010,1,2,2,0,48,2,6,2,0,6,814     ,81,40800,5,297,50441.6,0,1,2,1,1,81.0,81.0
1984868,36-4010,1,2,2,1,77,2,5,2,0,6,       0,0,9300,2,297,50441.6,0,1,2,1,1,81.0,55.0
1984909,36-4010,1,2,1,0,57,2,6,1,0,6,6241    ,62,20200,3,152,50441.6,0,1,1,1,1,155.0,155.0
1985203,36-4010,1,1,3,1,64,2,1,2,0,8,814     ,81,31300,4,501,50441.6,0,1,1,1,1,119.0,119.0
1985204,36-4010,1,1,3,1,64,1,1,2,0,6,       0,0,21000,3,501,50441.6,0,1,1,1,1,119.0,133.0
1985205,36-4010,1,1,3,0,40,2,6,2,0,10,92MP    ,92,50000,5,501,50441.6,0,1,1,1,1,119.0,91.0
1985393,36-3710,1,1,3,1,51,2,1,7,2,8,622M    ,62,75000,6,501,52864.7,0,1,1,1,1,115.0,115.0
1985394,36-3710,1,1,3,1,63,1,1,7,4,6,6231    ,62,44000,5,501,52864.7,0,1,1,1,1,115.0,107.0
1985395,36-3710,1,1,3,0,27,1,6,7,2,10,5417    ,54,52000,5,501,52864.7,0,1,1,1,1,115.0,129.0
1985509,36-4010,1,1,3,0,76,2,6,2,3,11,       0,0,45500,5,365,50441.6,0,2,2,2,1,51.0,52.0
1985510,36-4010,1,1,3,0,27,2,6,2,0,8,6211    ,62,28600,4,365,50441.6,0,1,1,1,1,51.0,59.0
1985511,36-4010,1,1,3,0,4,2,6,2,1,1,       0,0,9999999,9,365,50441.6,0,0,0,1,1,51.0,59.0
1985512,36-4010,1,1,1,0,9,2,6,2,1,1,       0,0,9999999,9,0,50441.6,0,1,1,1,1,51.0,47.0
1985894,36-3710,1,2,1,0,26,2,6,1,2,7,6212    ,62,34000,4,256,52864.7,0,1,1,1,1,172.0,171.0
1986392,36-4010,1,2,3,0,68,1,1,2,0,6,3118Z   ,31,28000,4,501,50441.6,0,1,1,1,1,149.0,149.0
1986393,36-4010,1,2,3,0,71,2,6,2,0,6,6216    ,62,59000,6,501,50441.6,0,1,1,1,1,149.0,160.0
1986394,36-4010,1,2,3,0,43,2,1,2,0,7,4244    ,42,30000,4,501,50441.6,0,1,1,1,1,149.0,159.0
1986850,36-3710,1,2,1,0,35,1,6,2,0,7,5121    ,51,2400,1,18,52864.7,0,1,1,1,1,79.0,80.0
1986859,36-4010,1,2,5,3,36,1,6,7,1,2,23      ,23,26000,3,101,50441.6,0,1,1,1,1,149.0,148.0
1986860,36-4010,1,2,5,3,34,2,6,7,1,2,       0,0,0,0,1,50441.6,0,1,1,1,1,149.0,132.0
1986861,36-4010,1,2,5,0,3,2,6,7,1,0,       0,0,9999999,9,101,50441.6,0,0,0,1,1,149.0,172.0
1986862,36-4010,1,2,5,0,13,1,6,7,1,2,       0,0,9999999,9,101,50441.6,0,1,1,1,1,149.0,136.0
1986863,36-4010,1,2,5,0,10,1,6,7,1,1,       0,0,9999999,9,101,50441.6,0,1,1,1,1,149.0,137.0
1987245,36-3710,1,2,2,1,35,1,3,2,0,6,623M    ,62,14600,2,83,52864.7,0,1,1,1,1,127.0,126.0
1987246,36-3710,1,2,2,0,12,2,6,2,0,2,       0,0,9999999,9,83,52864.7,0,1,1,1,1,127.0,167.0
1987265,36-3710,1,2,1,0,59,2,6,1,0,6,4442    ,44,0,0,1,52864.7,0,1,1,1,1,87.0,86.0
1987391,36-3710,1,1,1,0,51,1,6,7,4,7,622M    ,62,84000,7,501,52864.7,0,1,1,1,1,150.0,150.0
1988049,36-4010,1,2,1,0,57,1,6,2,0,10,6212    ,62,80000,7,501,50441.6,0,1,1,1,1,79.0,79.0
1988075,36-4010,1,1,2,0,78,2,1,2,0,11,       0,0,57800,6,427,50441.6,0,1,1,1,1,39.0,39.0
1988076,36-4010,1,1,2,0,82,1,1,2,0,6,       0,0,7200,1,427,50441.6,0,1,1,1,1,39.0,47.0
1988194,36-4010,1,2,4,2,61,1,1,2,0,6,5417    ,54,69000,6,339,50441.6,0,1,1,1,1,83.0,83.0
1988195,36-4010,1,2,4,2,55,2,1,2,0,6,       0,0,0,0,339,50441.6,0,1,1,1,1,83.0,77.0
1988196,36-4010,1,2,4,0,35,2,6,2,0,10,522M    ,52,20000,3,339,50441.6,0,1,1,1,1,83.0,56.0
1988197,36-4010,1,2,4,0,33,1,6,2,0,10,999920  ,99,0,0,339,50441.6,0,1,1,1,1,83.0,70.0
1988999,36-4010,1,1,2,0,72,2,1,2,0,6,       0,0,43200,5,339,50441.6,0,1,1,1,1,52.0,52.0
1989000,36-4010,1,1,2,0,76,1,1,2,0,6,       0,0,9000,2,339,50441.6,0,1,1,1,1,52.0,61.0
1989039,36-3710,1,2,4,2,26,1,1,2,0,6,6216    ,62,4000,1,42,52864.7,0,1,1,1,1,411.0,411.0
1989040,36-3710,1,2,4,2,26,2,1,2,0,7,492     ,49,7000,1,42,52864.7,0,1,1,1,1,411.0,410.0
1989041,36-3710,1,2,4,0,7,1,6,2,0,1,       0,0,9999999,9,42,52864.7,0,1,1,2,1,411.0,214.0
1989042,36-3710,1,2,4,0,3,1,6,2,0,0,       0,0,9999999,9,42,52864.7,0,0,0,1,1,411.0,312.0
1989074,36-4010,1,2,1,0,75,2,4,2,0,6,       0,0,16390,3,135,50441.6,0,1,1,1,1,152.0,153.0
1990456,36-3710,1,2,1,0,67,2,5,2,0,6,       0,0,12000,2,99,52864.7,0,2,2,1,1,108.0,107.0
1990723,36-3710,1,2,1,0,68,2,6,1,2,6,       0,0,9000,2,74,52864.7,0,1,1,1,1,146.0,146.0
1990781,36-3710,1,1,1,0,60,1,4,1,2,8,5411    ,54,29700,4,226,52864.7,0,1,1,1,1,125.0,126.0
1991458,36-3710,1,2,3,2,52,2,6,2,0,8,485M    ,48,50000,5,352,52864.7,0,1,1,1,1,205.0,205.0
1991459,36-3710,1,2,3,0,25,1,6,2,0,7,722Z    ,72,20000,3,352,52864.7,0,1,1,1,1,205.0,308.0
1991460,36-3710,1,2,3,0,19,1,6,2,0,6,722Z    ,72,90,1,352,52864.7,0,1,1,1,1,205.0,262.0
1991789,36-3710,1,2,2,0,67,1,1,2,0,6,       0,0,20000,3,190,52864.7,0,1,1,1,1,52.0,52.0
1991790,36-3710,1,2,2,0,60,2,1,2,0,7,       0,0,9000,2,190,52864.7,0,1,1,1,1,52.0,75.0
1991903,36-4010,1,1,2,1,95,2,5,2,0,6,       0,0,21600,3,277,50441.6,0,1,2,1,1,187.0,187.0
1991904,36-4010,1,1,2,0,59,2,6,2,0,7,6111    ,61,20800,3,277,50441.6,0,1,1,1,1,187.0,152.0
1992092,36-3710,1,2,1,0,58,2,4,2,0,8,5411    ,54,30400,4,230,52864.7,0,1,1,1,1,125.0,126.0
1992181,36-3710,1,2,1,0,86,2,2,1,2,1,       0,0,24800,3,204,52864.7,0,1,2,2,2,91.0,91.0
1993062,36-4010,1,2,3,1,59,2,4,2,0,6,5617Z   ,56,170000,8,501,50441.6,0,1,1,1,1,188.0,188.0
1993063,36-4010,1,2,3,1,41,1,6,2,0,4,5617Z   ,56,25000,3,501,50441.6,0,1,1,1,1,188.0,188.0
1993064,36-4010,1,2,3,0,20,2,6,2,0,6,5617Z   ,56,3000,1,501,50441.6,0,1,1,1,1,188.0,268.0
1993163,36-4010,1,2,2,0,60,2,6,2,4,10,6242    ,62,32000,4,184,50441.6,0,1,1,1,1,36.0,35.0
1993164,36-4010,1,2,2,0,7,2,6,2,4,1,       0,0,9999999,9,184,50441.6,0,1,1,1,1,36.0,41.0
1993390,36-3710,1,2,4,3,35,2,6,2,0,8,622M    ,62,0,0,1,52864.7,0,1,1,1,1,270.0,269.0
1993391,36-3710,1,2,4,0,17,1,6,2,0,2,6241    ,62,250,1,1,52864.7,0,1,1,1,1,270.0,273.0
1993392,36-3710,1,2,4,0,11,2,6,2,0,2,       0,0,9999999,9,1,52864.7,0,2,1,1,1,270.0,353.0
1993393,36-3710,1,2,4,0,11,1,6,2,0,2,       0,0,9999999,9,1,52864.7,0,1,1,1,1,270.0,222.0
1993635,36-4010,1,2,4,2,61,1,4,2,0,6,622M    ,62,48000,5,345,50441.6,0,1,1,1,1,243.0,242.0
1993636,36-4010,1,2,4,2,39,2,4,2,0,6,6216    ,62,6000,1,45,50441.6,0,1,1,1,1,243.0,224.0
1993637,36-4010,1,2,4,0,23,1,6,2,0,7,5616    ,56,20000,3,345,50441.6,0,1,1,1,1,243.0,179.0
1993638,36-4010,1,2,4,0,20,2,6,2,0,7,999920  ,99,0,0,345,50441.6,0,1,1,1,1,243.0,291.0
1993821,36-4010,1,2,3,2,54,1,6,7,4,6,       0,0,10900,2,115,50441.6,0,2,1,1,2,75.0,75.0
1993822,36-4010,1,2,3,0,21,1,6,7,4,6,722Z    ,72,9600,2,115,50441.6,0,2,1,1,1,75.0,70.0
1993823,36-4010,1,2,3,0,18,1,6,7,4,5,722Z    ,72,2400,1,115,50441.6,0,1,1,1,1,75.0,66.0
1994141,36-4010,1,1,5,2,72,1,1,6,0,6,       0,0,39700,5,227,50441.6,0,1,2,1,1,43.0,42.0
1994142,36-4010,1,1,5,2,60,2,1,6,0,6,       0,0,0,0,227,50441.6,0,1,1,1,1,43.0,56.0
1994143,36-4010,1,1,5,0,35,1,6,3,0,8,999920  ,99,1300,1,227,50441.6,0,1,1,1,1,43.0,86.0
1994144,36-4010,1,1,5,0,29,2,4,3,0,5,622M    ,62,21600,3,227,50441.6,0,1,1,1,1,43.0,67.0
1994145,36-4010,1,1,5,0,64,2,4,6,0,6,6216    ,62,9000,2,227,50441.6,0,1,1,1,1,43.0,42.0
1994146,36-4010,1,1,1,0,54,1,2,2,0,11,       0,0,1000,1,8,50441.6,0,1,1,1,1,43.0,37.0
1994208,36-4010,1,2,2,0,54,2,1,2,0,11,6241    ,62,60000,6,501,50441.6,0,1,1,1,1,94.0,94.0
1994209,36-4010,1,2,2,0,54,1,1,2,0,6,5412    ,54,45000,5,501,50441.6,0,1,1,1,1,94.0,140.0
1994503,36-4010,1,2,3,1,64,1,1,2,0,6,       0,0,0,0,177,50441.6,0,1,2,1,1,161.0,161.0
1994504,36-4010,1,2,3,1,52,2,1,2,0,4,6216    ,62,35000,4,177,50441.6,0,1,1,1,1,161.0,123.0
1994505,36-4010,1,2,3,0,20,2,6,2,0,6,       0,0,0,0,177,50441.6,0,1,1,1,1,161.0,194.0
1995305,36-4010,1,1,4,1,89,1,5,2,0,6,       0,0,19000,3,477,50441.6,0,1,2,1,1,98.0,98.0
1995306,36-4010,1,1,4,2,58,2,4,2,0,6,5241    ,52,80000,7,477,50441.6,0,1,1,1,1,98.0,67.0
1995307,36-4010,1,1,4,0,39,2,6,2,0,6,6111    ,61,8400,2,477,50441.6,0,1,1,1,1,98.0,69.0
1995308,36-4010,1,1,4,0,36,1,6,2,0,7,492     ,49,17000,3,477,50441.6,0,1,1,1,1,98.0,84.0
1995497,36-4010,1,1,4,2,36,2,1,2,0,10,611M1   ,61,55000,5,501,50441.6,0,1,1,1,1,190.0,190.0
1995498,36-4010,1,1,4,2,39,1,1,2,0,10,515     ,51,230000,8,501,50441.6,0,1,1,1,1,190.0,240.0
1995499,36-4010,1,1,4,0,5,1,6,2,0,0,       0,0,9999999,9,501,50441.6,0,1,1,1,1,190.0,195.0
1995500,36-4010,1,1,4,0,0,1,6,2,0,0,       0,0,9999999,9,501,50441.6,0,0,0,1,1,190.0,294.0
1996114,36-3710,1,2,3,2,56,1,6,1,2,2,       0,0,12000,2,103,52864.7,0,2,2,2,1,87.0,87.0
1996115,36-3710,1,2,3,0,19,2,6,1,2,7,611M1   ,61,9000,2,103,52864.7,0,1,1,2,2,87.0,95.0
1996116,36-3710,1,2,3,0,17,1,6,1,2,2,       0,0,0,0,103,52864.7,0,1,1,1,1,87.0,102.0
1996164,36-4010,1,2,1,0,54,1,6,2,0,6,531M    ,53,32000,4,241,50441.6,0,1,1,1,1,224.0,224.0
1996722,36-3710,1,2,1,0,76,2,4,3,4,6,       0,0,13200,2,109,52864.7,0,1,2,1,1,44.0,44.0
1996958,36-4010,1,2,1,0,72,2,6,2,0,6,       0,0,25800,3,211,50441.6,0,1,1,1,1,209.0,209.0
1997260,36-3710,1,1,1,0,46,1,6,1,2,7,5616    ,56,65000,6,492,52864.7,1,1,1,1,1,142.0,142.0
1998008,36-4010,1,1,8,5,49,1,1,2,0,5,8123    ,81,100000,7,219,50441.6,0,1,1,1,1,95.0,95.0
1998009,36-4010,1,1,8,5,46,2,1,2,0,6,       0,0,0,0,219,50441.6,0,1,1,1,1,95.0,108.0
1998010,36-4010,1,1,8,0,24,1,6,2,0,6,       0,0,0,0,219,50441.6,0,1,1,1,1,95.0,73.0
1998011,36-4010,1,1,8,0,19,1,6,2,0,6,       0,0,0,0,219,50441.6,0,1,1,1,1,95.0,66.0
1998012,36-4010,1,1,8,0,12,1,6,2,0,2,       0,0,9999999,9,219,50441.6,0,2,1,1,1,95.0,93.0
1998013,36-4010,1,1,8,0,7,1,6,2,0,1,       0,0,9999999,9,219,50441.6,0,1,1,1,1,95.0,94.0
1998014,36-4010,1,1,8,0,3,1,6,2,0,1,       0,0,9999999,9,219,50441.6,0,0,0,1,1,95.0,139.0
1998015,36-4010,1,1,8,1,85,1,5,2,0,6,       0,0,0,0,219,50441.6,1,1,2,2,2,95.0,79.0
1998229,36-4010,1,1,2,0,85,1,1,2,0,7,       0,0,15600,2,471,50441.6,0,1,1,1,1,146.0,146.0
1998230,36-4010,1,1,2,0,74,2,1,2,0,7,       0,0,56600,6,471,50441.6,0,1,2,1,1,146.0,131.0
1998378,36-3710,1,1,1,0,68,2,6,2,0,6,       0,0,29200,4,238,52864.7,0,1,1,1,1,72.0,73.0
1998533,36-4010,1,1,2,0,66,2,1,2,0,7,       0,0,52900,5,501,50441.6,0,1,1,1,1,39.0,40.0
1998534,36-4010,1,1,2,0,66,1,1,2,0,5,92M2    ,92,92000,7,501,50441.6,0,1,1,1,1,39.0,29.0
1998756,36-3710,1,2,1,0,49,1,3,7,4,10,5616    ,56,72000,6,501,52864.7,0,1,1,2,1,219.0,219.0
1998762,36-3710,1,2,1,0,53,2,4,1,4,6,7211    ,72,12000,2,90,52864.7,0,1,1,1,1,48.0,48.0
1998783,36-3710,1,2,4,2,33,1,1,2,0,6,4853    ,48,500,1,3,52864.7,0,1,1,1,1,110.0,111.0
1998784,36-3710,1,2,4,2,31,2,1,2,0,8,812112  ,81,320,1,3,52864.7,0,1,1,1,1,110.0,113.0
1998785,36-3710,1,2,4,0,3,2,6,2,0,0,       0,0,9999999,9,3,52864.7,0,0,0,1,1,110.0,162.0
1998786,36-3710,1,2,4,0,1,1,6,2,0,0,       0,0,9999999,9,3,52864.7,0,0,0,1,1,110.0,140.0
1998945,36-3710,1,2,5,2,48,2,1,2,4,8,6216    ,62,140,1,145,52864.7,0,1,1,1,1,100.0,99.0
1998946,36-3710,1,2,5,2,54,1,1,1,4,2,562     ,56,40300,5,145,52864.7,0,1,1,1,1,100.0,155.0
1998947,36-3710,1,2,5,0,19,2,6,1,4,6,721M    ,72,200,1,145,52864.7,0,1,2,2,1,100.0,94.0
1998948,36-3710,1,2,5,0,10,2,6,1,4,1,       0,0,9999999,9,145,52864.7,0,1,1,1,1,100.0,128.0
1998949,36-3710,1,2,5,0,64,1,2,1,4,0,23      ,23,6200,1,145,52864.7,0,1,1,1,1,100.0,85.0
1999249,36-4010,1,1,2,1,54,2,4,2,0,11,6111    ,61,4000,1,374,50441.6,0,1,2,1,1,36.0,36.0
1999250,36-4010,1,1,2,0,27,1,6,2,0,10,491     ,49,59000,6,374,50441.6,0,1,1,1,1,36.0,49.0
1999760,36-3710,1,2,3,1,66,2,3,7,2,2,       0,0,10400,2,51,52864.7,0,1,2,1,1,169.0,169.0
1999761,36-3710,1,2,3,1,40,2,6,7,2,10,       0,0,0,0,51,52864.7,0,1,1,1,1,169.0,185.0
1999762,36-3710,1,2,3,0,11,1,6,7,2,2,       0,0,9999999,9,51,52864.7,0,1,1,1,1,169.0,231.0
1999869,36-4010,1,2,1,0,47,2,6,2,0,6,       0,0,8000,1,61,50441.6,0,1,1,1,1,247.0,247.0
2000128,36-4010,1,2,6,2,49,1,1,7,4,1,722Z    ,72,53000,5,367,50441.6,0,1,1,1,1,375.0,375.0
2000129,36-4010,1,2,6,2,40,2,1,7,4,2,722Z    ,72,47000,5,367,50441.6,0,1,1,1,1,375.0,280.0
2000130,36-4010,1,2,6,0,20,2,6,7,4,6,       0,0,0,0,367,50441.6,0,1,1,1,1,375.0,218.0
2000131,36-4010,1,2,6,0,9,2,6,7,4,1,       0,0,9999999,9,367,50441.6,0,1,1,1,1,375.0,288.0
2000132,36-4010,1,2,6,1,42,1,6,7,4,2,23      ,23,31200,4,367,50441.6,0,1,1,1,1,375.0,236.0
